Hybrid,Parent1,Parent2,train,test,vcf
MO44_PHW65_0160/PHT69,MO44_PHW65_0160,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0163/LH195,MO44_PHW65_0163,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0163/PHT69,MO44_PHW65_0163,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0164/LH195,MO44_PHW65_0164,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0164/PHT69,MO44_PHW65_0164,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0165/LH195,MO44_PHW65_0165,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0165/PHT69,MO44_PHW65_0165,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0166/LH195,MO44_PHW65_0166,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0166/PHT69,MO44_PHW65_0166,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0167/LH195,MO44_PHW65_0167,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0167/PHT69,MO44_PHW65_0167,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0168/LH195,MO44_PHW65_0168,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0168/PHT69,MO44_PHW65_0168,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0171/LH195,MO44_PHW65_0171,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0171/PHT69,MO44_PHW65_0171,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0174/LH195,MO44_PHW65_0174,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0174/PHT69,MO44_PHW65_0174,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0175/LH195,MO44_PHW65_0175,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0175/PHT69,MO44_PHW65_0175,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0176/LH195,MO44_PHW65_0176,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0176/PHT69,MO44_PHW65_0176,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0177/LH195,MO44_PHW65_0177,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0177/PHT69,MO44_PHW65_0177,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0178/LH195,MO44_PHW65_0178,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0178/PHT69,MO44_PHW65_0178,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0179/LH195,MO44_PHW65_0179,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0179/PHT69,MO44_PHW65_0179,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0180/LH195,MO44_PHW65_0180,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0180/PHT69,MO44_PHW65_0180,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0184/LH195,MO44_PHW65_0184,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0184/PHT69,MO44_PHW65_0184,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0185/LH195,MO44_PHW65_0185,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0185/PHT69,MO44_PHW65_0185,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0187/LH195,MO44_PHW65_0187,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0187/PHT69,MO44_PHW65_0187,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0188/LH195,MO44_PHW65_0188,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0188/PHT69,MO44_PHW65_0188,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0189/LH195,MO44_PHW65_0189,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0189/PHT69,MO44_PHW65_0189,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0191/LH195,MO44_PHW65_0191,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0191/PHT69,MO44_PHW65_0191,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0193/CG102,MO44_PHW65_0193,CG102,TRUE,FALSE,TRUE
MO44_PHW65_0193/LH185,MO44_PHW65_0193,LH185,TRUE,FALSE,TRUE
MO44_PHW65_0193/LH195,MO44_PHW65_0193,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0193/LH198,MO44_PHW65_0193,LH198,TRUE,FALSE,TRUE
MO44_PHW65_0193/PHT69,MO44_PHW65_0193,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0195/LH195,MO44_PHW65_0195,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0195/PHT69,MO44_PHW65_0195,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0200/LH195,MO44_PHW65_0200,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0200/PHT69,MO44_PHW65_0200,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0203/LH195,MO44_PHW65_0203,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0203/PHT69,MO44_PHW65_0203,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0207/LH195,MO44_PHW65_0207,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0207/PHT69,MO44_PHW65_0207,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0210/LH195,MO44_PHW65_0210,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0210/PHT69,MO44_PHW65_0210,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0214/LH195,MO44_PHW65_0214,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0214/PHT69,MO44_PHW65_0214,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0217/LH195,MO44_PHW65_0217,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0217/PHT69,MO44_PHW65_0217,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0218/LH195,MO44_PHW65_0218,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0218/PHT69,MO44_PHW65_0218,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0220/LH195,MO44_PHW65_0220,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0220/PHT69,MO44_PHW65_0220,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0223/LH195,MO44_PHW65_0223,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0223/PHT69,MO44_PHW65_0223,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0224/LH195,MO44_PHW65_0224,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0224/PHT69,MO44_PHW65_0224,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0225/LH195,MO44_PHW65_0225,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0225/PHT69,MO44_PHW65_0225,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0230/LH195,MO44_PHW65_0230,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0230/PHT69,MO44_PHW65_0230,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0236/LH195,MO44_PHW65_0236,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0236/PHT69,MO44_PHW65_0236,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0237/LH195,MO44_PHW65_0237,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0237/PHT69,MO44_PHW65_0237,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0242/LH195,MO44_PHW65_0242,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0242/PHT69,MO44_PHW65_0242,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0244/LH195,MO44_PHW65_0244,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0244/PHT69,MO44_PHW65_0244,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0247/LH195,MO44_PHW65_0247,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0247/PHT69,MO44_PHW65_0247,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0248/LH195,MO44_PHW65_0248,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0248/PHT69,MO44_PHW65_0248,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0250/LH195,MO44_PHW65_0250,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0250/PHT69,MO44_PHW65_0250,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0252/LH195,MO44_PHW65_0252,LH195,TRUE,FALSE,FALSE
MO44_PHW65_0252/PHT69,MO44_PHW65_0252,PHT69,TRUE,FALSE,FALSE
MO44_PHW65_0253/LH195,MO44_PHW65_0253,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0253/PHT69,MO44_PHW65_0253,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0254/LH195,MO44_PHW65_0254,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0254/PHT69,MO44_PHW65_0254,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0256/LH195,MO44_PHW65_0256,LH195,TRUE,FALSE,FALSE
MO44_PHW65_0259/LH195,MO44_PHW65_0259,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0259/PHT69,MO44_PHW65_0259,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0260/LH195,MO44_PHW65_0260,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0260/PHT69,MO44_PHW65_0260,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0263/LH195,MO44_PHW65_0263,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0263/PHT69,MO44_PHW65_0263,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0268/LH195,MO44_PHW65_0268,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0268/PHT69,MO44_PHW65_0268,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0271/LH195,MO44_PHW65_0271,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0271/PHT69,MO44_PHW65_0271,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0274/LH195,MO44_PHW65_0274,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0274/PHT69,MO44_PHW65_0274,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0281/LH195,MO44_PHW65_0281,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0281/PHT69,MO44_PHW65_0281,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0288/LH195,MO44_PHW65_0288,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0288/PHT69,MO44_PHW65_0288,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0296/LH195,MO44_PHW65_0296,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0296/PHT69,MO44_PHW65_0296,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0302/LH195,MO44_PHW65_0302,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0302/PHT69,MO44_PHW65_0302,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0307/LH195,MO44_PHW65_0307,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0307/PHT69,MO44_PHW65_0307,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0315/LH195,MO44_PHW65_0315,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0315/PHT69,MO44_PHW65_0315,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0316/LH195,MO44_PHW65_0316,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0316/PHT69,MO44_PHW65_0316,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0317/LH195,MO44_PHW65_0317,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0317/PHT69,MO44_PHW65_0317,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0319/LH195,MO44_PHW65_0319,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0319/PHT69,MO44_PHW65_0319,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0320/LH195,MO44_PHW65_0320,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0320/PHT69,MO44_PHW65_0320,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0321/LH195,MO44_PHW65_0321,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0321/PHT69,MO44_PHW65_0321,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0324/LH195,MO44_PHW65_0324,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0324/PHT69,MO44_PHW65_0324,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0328/LH195,MO44_PHW65_0328,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0328/PHT69,MO44_PHW65_0328,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0333/LH195,MO44_PHW65_0333,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0333/PHT69,MO44_PHW65_0333,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0336/LH195,MO44_PHW65_0336,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0336/PHT69,MO44_PHW65_0336,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0339/LH195,MO44_PHW65_0339,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0339/PHT69,MO44_PHW65_0339,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0343/LH195,MO44_PHW65_0343,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0343/PHT69,MO44_PHW65_0343,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0349/LH195,MO44_PHW65_0349,LH195,TRUE,FALSE,FALSE
MO44_PHW65_0349/PHT69,MO44_PHW65_0349,PHT69,TRUE,FALSE,FALSE
MO44_PHW65_0350/LH195,MO44_PHW65_0350,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0350/PHT69,MO44_PHW65_0350,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0358/LH195,MO44_PHW65_0358,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0363/LH195,MO44_PHW65_0363,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0363/PHT69,MO44_PHW65_0363,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0376/LH195,MO44_PHW65_0376,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0376/PHT69,MO44_PHW65_0376,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0390/LH195,MO44_PHW65_0390,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0390/PHT69,MO44_PHW65_0390,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0391/LH195,MO44_PHW65_0391,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0391/PHT69,MO44_PHW65_0391,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0392/LH195,MO44_PHW65_0392,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0392/PHT69,MO44_PHW65_0392,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0396/LH195,MO44_PHW65_0396,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0396/PHT69,MO44_PHW65_0396,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0397/LH195,MO44_PHW65_0397,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0397/PHT69,MO44_PHW65_0397,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0404/LH195,MO44_PHW65_0404,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0404/PHT69,MO44_PHW65_0404,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0416/LH195,MO44_PHW65_0416,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0416/PHT69,MO44_PHW65_0416,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0433/LH195,MO44_PHW65_0433,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0433/PHT69,MO44_PHW65_0433,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0435/LH195,MO44_PHW65_0435,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0435/PHT69,MO44_PHW65_0435,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0442/LH195,MO44_PHW65_0442,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0442/PHT69,MO44_PHW65_0442,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0446/LH195,MO44_PHW65_0446,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0446/PHT69,MO44_PHW65_0446,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0455/LH195,MO44_PHW65_0455,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0455/PHT69,MO44_PHW65_0455,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0464/LH195,MO44_PHW65_0464,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0464/PHT69,MO44_PHW65_0464,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0471/LH195,MO44_PHW65_0471,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0471/PHT69,MO44_PHW65_0471,PHT69,TRUE,FALSE,TRUE
MO44_PHW65_0475/LH195,MO44_PHW65_0475,LH195,TRUE,FALSE,TRUE
MO44_PHW65_0475/PHT69,MO44_PHW65_0475,PHT69,TRUE,FALSE,TRUE
MOG/LH195,MOG,LH195,TRUE,FALSE,TRUE
MOG/LH244,MOG,LH244,FALSE,TRUE,TRUE
MOG/PHT69,MOG,PHT69,TRUE,FALSE,TRUE
MOG_LH123HT-014-1-1-1-1-B/LH185,MOG_LH123HT-014-1-1-1-1-B,LH185,TRUE,FALSE,TRUE
MOG_LH123HT-014-1-1-1-1-B/LH198,MOG_LH123HT-014-1-1-1-1-B,LH198,TRUE,FALSE,TRUE
MOG_LH123HT-019-1-1-1-1-B/LH195,MOG_LH123HT-019-1-1-1-1-B,LH195,TRUE,FALSE,TRUE
MOG_LH123HT-019-1-1-1-1-B/PB80,MOG_LH123HT-019-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
MOG_LH123HT-019-1-1-1-1-B/PHB47,MOG_LH123HT-019-1-1-1-1-B,PHB47,TRUE,FALSE,TRUE
MOG_LH123HT-031-1-1-1-1-B/LH185,MOG_LH123HT-031-1-1-1-1-B,LH185,TRUE,FALSE,TRUE
MOG_LH123HT-031-1-1-1-1-B/LH195,MOG_LH123HT-031-1-1-1-1-B,LH195,TRUE,FALSE,TRUE
MOG_LH123HT-031-1-1-1-1-B/LH198,MOG_LH123HT-031-1-1-1-1-B,LH198,TRUE,FALSE,TRUE
MOG_LH123HT-031-1-1-1-1-B/PHB47,MOG_LH123HT-031-1-1-1-1-B,PHB47,TRUE,FALSE,TRUE
MOG_LH123HT-045-1-1-1-1-B/LH185,MOG_LH123HT-045-1-1-1-1-B,LH185,TRUE,FALSE,TRUE
MOG_LH123HT-045-1-1-1-1-B/LH198,MOG_LH123HT-045-1-1-1-1-B,LH198,TRUE,FALSE,TRUE
MOG_LH123HT-059-1-1-1-1-B/LH195,MOG_LH123HT-059-1-1-1-1-B,LH195,TRUE,FALSE,TRUE
MOG_LH123HT-059-1-1-1-1-B/PB80,MOG_LH123HT-059-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
MOG_LH123HT-059-1-1-1-1-B/PHB47,MOG_LH123HT-059-1-1-1-1-B,PHB47,TRUE,FALSE,TRUE
MOG_LH123HT-074-1-1-1-1-B/LH185,MOG_LH123HT-074-1-1-1-1-B,LH185,TRUE,FALSE,TRUE
MOG_LH123HT-093-1-1-1-1-B/PB80,MOG_LH123HT-093-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
MOG_LH123HT-199-1-1-1-1-B/LH185,MOG_LH123HT-199-1-1-1-1-B,LH185,TRUE,FALSE,TRUE
MOG_LH123HT-199-1-1-1-1-B/LH195,MOG_LH123HT-199-1-1-1-1-B,LH195,TRUE,FALSE,TRUE
MOG_LH123HT-199-1-1-1-1-B/LH198,MOG_LH123HT-199-1-1-1-1-B,LH198,TRUE,FALSE,TRUE
MOG_LH123HT-199-1-1-1-1-B/PB80,MOG_LH123HT-199-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
MOG_LH123HT-199-1-1-1-1-B/PHB47,MOG_LH123HT-199-1-1-1-1-B,PHB47,TRUE,FALSE,TRUE
MOG_LH123HT-200-1-1-1-1-B/LH185,MOG_LH123HT-200-1-1-1-1-B,LH185,TRUE,FALSE,TRUE
MOG_LH123HT-200-1-1-1-1-B/LH195,MOG_LH123HT-200-1-1-1-1-B,LH195,TRUE,FALSE,TRUE
MOG_LH123HT-200-1-1-1-1-B/LH198,MOG_LH123HT-200-1-1-1-1-B,LH198,TRUE,FALSE,TRUE
MOG_LH123HT-200-1-1-1-1-B/PB80,MOG_LH123HT-200-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
MOG_LH123HT-200-1-1-1-1-B/PHB47,MOG_LH123HT-200-1-1-1-1-B,PHB47,TRUE,FALSE,TRUE
MOG_LH145_0006/CG102,MOG_LH145_0006,CG102,TRUE,FALSE,TRUE
MOG_LH145_0006/LH185,MOG_LH145_0006,LH185,TRUE,FALSE,TRUE
MOG_LH145_0006/LH198,MOG_LH145_0006,LH198,TRUE,FALSE,TRUE
MOG_LH145_0006/PB80,MOG_LH145_0006,PB80,TRUE,FALSE,TRUE
MOG_LH145_0006/PHB47,MOG_LH145_0006,PHB47,TRUE,FALSE,TRUE
MOG_LH145_0038/CG102,MOG_LH145_0038,CG102,TRUE,FALSE,TRUE
MOG_LH145_0038/LH198,MOG_LH145_0038,LH198,TRUE,FALSE,TRUE
MOG_LH145_0057/LH185,MOG_LH145_0057,LH185,TRUE,FALSE,TRUE
MOG_LH145_0057/LH198,MOG_LH145_0057,LH198,TRUE,FALSE,TRUE
MOG_LH145_0057/PB80,MOG_LH145_0057,PB80,TRUE,FALSE,TRUE
MOG_LH145_0131/LH195,MOG_LH145_0131,LH195,TRUE,FALSE,TRUE
MOG_LH145_0131/PB80,MOG_LH145_0131,PB80,TRUE,FALSE,TRUE
MOG_LH145_0162/CG102,MOG_LH145_0162,CG102,TRUE,FALSE,TRUE
MOG_LH145_0162/LH185,MOG_LH145_0162,LH185,TRUE,FALSE,TRUE
MOG_LH145_0162/LH195,MOG_LH145_0162,LH195,TRUE,FALSE,TRUE
MOG_LH145_0162/LH198,MOG_LH145_0162,LH198,TRUE,FALSE,TRUE
MOG_LH145_0162/PHB47,MOG_LH145_0162,PHB47,TRUE,FALSE,TRUE
MOG_LH145_0163/LH195,MOG_LH145_0163,LH195,TRUE,FALSE,TRUE
MOG_LH145_0163/PB80,MOG_LH145_0163,PB80,TRUE,FALSE,TRUE
MOG_LH145_0173/CG102,MOG_LH145_0173,CG102,TRUE,FALSE,TRUE
MOG_LH145_0173/LH185,MOG_LH145_0173,LH185,TRUE,FALSE,TRUE
MOG_LH145_0173/LH195,MOG_LH145_0173,LH195,TRUE,FALSE,TRUE
MOG_LH145_0173/LH198,MOG_LH145_0173,LH198,TRUE,FALSE,TRUE
MOG_LH145_0173/PB80,MOG_LH145_0173,PB80,TRUE,FALSE,TRUE
MOG_LH145_0173/PHB47,MOG_LH145_0173,PHB47,TRUE,FALSE,TRUE
MOG_LH145_0175/CG102,MOG_LH145_0175,CG102,TRUE,FALSE,TRUE
MOG_LH145_0175/LH185,MOG_LH145_0175,LH185,TRUE,FALSE,TRUE
MOG_LH145_0175/LH195,MOG_LH145_0175,LH195,TRUE,FALSE,TRUE
MOG_LH145_0175/LH198,MOG_LH145_0175,LH198,TRUE,FALSE,TRUE
MOG_LH145_0175/PB80,MOG_LH145_0175,PB80,TRUE,FALSE,TRUE
MOG_LH145_0175/PHB47,MOG_LH145_0175,PHB47,TRUE,FALSE,TRUE
MOG_MO45-030-1-1-1-1-B/LH185,MOG_MO45-030-1-1-1-1-B,LH185,TRUE,FALSE,TRUE
MOG_MO45-030-1-1-1-1-B/LH195,MOG_MO45-030-1-1-1-1-B,LH195,TRUE,FALSE,TRUE
MOG_MO45-030-1-1-1-1-B/LH198,MOG_MO45-030-1-1-1-1-B,LH198,TRUE,FALSE,TRUE
MOG_MO45-030-1-1-1-1-B/PB80,MOG_MO45-030-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
MOG_MO45-045-1-1-1-1-B/PB80,MOG_MO45-045-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
MOG_MO45-054-1-1-1-1-B/LH195,MOG_MO45-054-1-1-1-1-B,LH195,TRUE,FALSE,TRUE
MOG_MO45-054-1-1-1-1-B/PB80,MOG_MO45-054-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
MOG_MO45-055-1-1-1-1-B/LH195,MOG_MO45-055-1-1-1-1-B,LH195,TRUE,FALSE,TRUE
MOG_MO45-055-1-1-1-1-B/PB80,MOG_MO45-055-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
MOG_MO45-055-1-1-1-1-B/PHB47,MOG_MO45-055-1-1-1-1-B,PHB47,TRUE,FALSE,TRUE
MOG_MO45-071-1-1-1-1-B/LH195,MOG_MO45-071-1-1-1-1-B,LH195,TRUE,FALSE,TRUE
MOG_MO45-071-1-1-1-1-B/LH198,MOG_MO45-071-1-1-1-1-B,LH198,TRUE,FALSE,TRUE
MOG_MO45-071-1-1-1-1-B/PB80,MOG_MO45-071-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
MOG_MO45-074-1-1-1-1-B/LH185,MOG_MO45-074-1-1-1-1-B,LH185,TRUE,FALSE,TRUE
MOG_MO45-074-1-1-1-1-B/LH195,MOG_MO45-074-1-1-1-1-B,LH195,TRUE,FALSE,TRUE
MOG_MO45-074-1-1-1-1-B/LH198,MOG_MO45-074-1-1-1-1-B,LH198,TRUE,FALSE,TRUE
MOG_MO45-074-1-1-1-1-B/PB80,MOG_MO45-074-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
MOG_MO45-074-1-1-1-1-B/PHB47,MOG_MO45-074-1-1-1-1-B,PHB47,TRUE,FALSE,TRUE
MOG_MO45-078-1-1-1-1-B/LH185,MOG_MO45-078-1-1-1-1-B,LH185,TRUE,FALSE,TRUE
MOG_MO45-078-1-1-1-1-B/LH195,MOG_MO45-078-1-1-1-1-B,LH195,TRUE,FALSE,TRUE
MOG_MO45-078-1-1-1-1-B/LH198,MOG_MO45-078-1-1-1-1-B,LH198,TRUE,FALSE,TRUE
MOG_MO45-078-1-1-1-1-B/PB80,MOG_MO45-078-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
MOG_MO45-085-1-1-1-1-B/CG102,MOG_MO45-085-1-1-1-1-B,CG102,TRUE,FALSE,TRUE
MOG_MO45-085-1-1-1-1-B/LH185,MOG_MO45-085-1-1-1-1-B,LH185,TRUE,FALSE,TRUE
MOG_MO45-085-1-1-1-1-B/LH195,MOG_MO45-085-1-1-1-1-B,LH195,TRUE,FALSE,TRUE
MOG_MO45-085-1-1-1-1-B/LH198,MOG_MO45-085-1-1-1-1-B,LH198,TRUE,FALSE,TRUE
MOG_MO45-085-1-1-1-1-B/PB80,MOG_MO45-085-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
MOG_MO45-085-1-1-1-1-B/PHB47,MOG_MO45-085-1-1-1-1-B,PHB47,TRUE,FALSE,TRUE
MOG_MO45-128-1-1-1-1-B/LH185,MOG_MO45-128-1-1-1-1-B,LH185,TRUE,FALSE,TRUE
MOG_MO45-128-1-1-1-1-B/LH195,MOG_MO45-128-1-1-1-1-B,LH195,TRUE,FALSE,TRUE
MOG_MO45-128-1-1-1-1-B/LH198,MOG_MO45-128-1-1-1-1-B,LH198,TRUE,FALSE,TRUE
MOG_MO45-128-1-1-1-1-B/PB80,MOG_MO45-128-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
MOG_MO45-128-1-1-1-1-B/PHB47,MOG_MO45-128-1-1-1-1-B,PHB47,TRUE,FALSE,TRUE
MOG_MO45-139-1-1-1-1-B/PB80,MOG_MO45-139-1-1-1-1-B,PB80,TRUE,FALSE,TRUE
